Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.424605369567871,6.439315163181909,6.375672659933639,6.407193703508267,493729600
2010-01-05,6.435713768005371,6.472038144326465,6.401790655529927,6.4423183458135185,601904800
2010-01-06,6.333343982696533,6.46122979510523,6.326739406175394,6.435712513903516,552160000
2010-01-07,6.32163667678833,6.364265823485099,6.275706042823763,6.356760621458933,477131200
2010-01-08,6.363663673400879,6.364264490248965,6.276005737781527,6.313229928785868,447610800
2010-01-11,6.307527542114258,6.394285265000137,6.257693806687277,6.3882811039097005,462229600
2010-01-12,6.235778331756592,6.297320178477966,6.196752488900064,6.279907711305143,594459600
2010-01-13,6.323736667633057,6.332142491954052,6.127105630676993,6.2402816461283805,605892000
2010-01-14,6.287113666534424,6.318034696676718,6.274805536578112,6.3075278151255025,432894000
2010-01-15,6.182041168212891,6.352255477929848,6.1802399204137135,6.332141544172363,594067600
2010-01-19,6.455526351928711,6.460029472918873,6.22137007261783,6.254091549377498,730007600
2010-01-20,6.356159687042236,6.4708359509256335,6.289214497084316,6.451623037328589,612152800
2010-01-21,6.246285438537598,6.403591251069548,6.220468347725587,6.366666863160996,608154400
2010-01-22,5.936478137969971,6.229174164262463,5.918766665167428,6.207559986925345,881767600
2010-01-25,6.096185684204102,6.145117995477656,6.009727765674213,6.079374433401396,1065699600
2010-01-26,6.18234395980835,6.415600436728625,6.081476445771641,6.182644167900338,1867110000
2010-01-27,6.240581512451172,6.3216352714437996,5.989913031056739,6.209660487789186,1722568400
2010-01-28,5.982707977294922,6.169133131659286,5.964996507442676,6.152022077789267,1173502400
2010-01-29,5.7656636238098145,6.07006775595134,5.711327172186511,6.036445257825907,1245952400
2010-02-01,5.8458170890808105,5.883942707215243,5.742848139801959,5.774969597344578,749876400
2010-02-02,5.879740238189697,5.8935498085922395,5.805290645295953,5.881241679262661,698342400
2010-02-03,5.980907917022705,6.010027697131553,5.836511051116827,5.859026254109648,615328000
2010-02-04,5.765363693237305,5.955090356591733,5.750953707938886,5.905857041779038,757652000
2010-02-05,5.86773157119751,5.883942805064995,5.729338873749076,5.782775102281272,850306800
2010-02-08,5.827504634857178,5.9403804459120915,5.823902138604233,5.874636492542973,478270800
2010-02-09,5.889647483825684,5.928973538768982,5.846418323139816,5.896551868660504,632886800
2010-02-10,5.85752534866333,5.90195574038187,5.831708257330147,5.880640567477774,370361600
2010-02-11,5.9640960693359375,5.996518134753807,5.825703378312862,5.850320035193965,550345600
2010-02-12,6.015429496765137,6.0532548973012545,5.868931221879014,5.9472834937223835,655468800
2010-02-16,6.106090545654297,6.114796175856147,6.049652650484299,6.06226098424395,543737600
2010-02-17,6.080575466156006,6.133410480528079,6.029840705731055,6.129807983872214,436396800
2010-02-18,6.091980934143066,6.120800498836476,6.031640333801855,6.052954298333258,422825200
2010-02-19,6.054156303405762,6.100087327665818,6.037345055528109,6.059860656451437,415469600
2010-02-22,6.01663064956665,6.079072708981117,5.979706269273444,6.074269781958263,390563600
2010-02-23,5.915764331817627,6.043950362897944,5.875237447688649,6.004023494054404,575094800
2010-02-24,6.023837089538574,6.0472525151801415,5.939179624169119,5.9508877378017075,460566400
2010-02-25,6.064062595367432,6.089879680365529,5.910659922863521,5.925369713266399,665126000
2010-02-26,6.142716884613037,6.159227927762016,6.064064373804336,6.0754718797290606,507460800
2010-03-01,6.273903846740723,6.289213652981877,6.167632219738969,6.176638058847603,550093600
2010-03-02,6.2697014808654785,6.329141066270159,6.2363787910694315,6.302122744967484,566546400
2010-03-03,6.2841105461120605,6.300321780109644,6.2423832322173265,6.272403234292958,372052800
2010-03-04,6.325536727905273,6.331841094962199,6.263094675681272,6.28260859357392,366041200
2010-03-05,6.57290506362915,6.595420266955474,6.4432179894761905,6.452524439186623,899620400
2010-03-08,6.576808452606201,6.607128266897949,6.551891582246093,6.604727003018539,429889600
2010-03-09,6.695087432861328,6.754527028946347,6.541084296443072,6.553692634883554,920259200
2010-03-10,6.749724388122559,6.768937707038092,6.700491861649078,6.719404571644662,596218000
2010-03-11,6.76953649520874,6.76953649520874,6.704093139701463,6.721805415914415,405700400
2010-03-12,6.802558422088623,6.836480726929872,6.777041140435703,6.8256732378859954,416323600
2010-03-15,6.719705104827881,6.769537649116299,6.6119323928818705,6.765935953269186,493502800
2010-03-16,6.7380146980285645,6.753925322280713,6.6797759453813,6.72990948229834,446908000
2010-03-17,6.728107452392578,6.798053908883393,6.702590575274817,6.751522873614004,450956800
2010-03-18,6.744020462036133,6.754527344425295,6.682779213814291,6.727508616194065,342109600
2010-03-19,6.671969890594482,6.761730075843335,6.641349076324719,6.748221117060292,559445600
2010-03-22,6.747023582458496,6.784549198860427,6.6089310456069414,6.618537706013691,456419600
2010-03-23,6.85539436340332,6.868003102334355,6.727508130545306,6.77373937166875,602431200
2010-03-24,6.885715007781982,6.910631876871496,6.82987710818094,6.833780213917094,597780400
2010-03-25,6.804060459136963,6.933747949433636,6.792052135510306,6.932246508168435,542284400
2010-03-26,6.931646823883057,6.963167470650344,6.861099125721721,6.873107449227582,640875200
2010-03-29,6.976375579833984,7.02080557362131,6.9532607603327214,6.994688673349031,540744400
2010-03-30,7.080245018005371,7.129178532713083,7.032212528321519,7.102760222493937,527310000
2010-03-31,7.054725170135498,7.103058251144562,7.038514741831434,7.069435761066558,430659600
2010-04-01,7.083846092224121,7.166701098219023,6.9871815177516385,7.127075244095628,603145200
2010-04-05,7.1594953536987305,7.16009576958918,7.047820402945036,7.05412517060644,684507600
2010-04-06,7.191019058227539,7.212032819406583,7.114767819305136,7.150791982486073,447017200
2010-04-07,7.222841262817383,7.262467927712534,7.164601696981553,7.191319815261961,628502000
2010-04-08,7.203326225280762,7.251058094838289,7.145987699724688,7.218036016466786,572989200
2010-04-09,7.258564472198486,7.2615673544744235,7.218638001958876,7.247757783474007,334182800
2010-04-12,7.273571968078613,7.296987386183028,7.259161986707679,7.270869695759887,333026400
2010-04-13,7.27777624130249,7.288884339389927,7.238149582375143,7.260665585772697,306210800
2010-04-14,7.375644207000732,7.3792467042690655,7.327012097125794,7.36333607547915,404076400
2010-04-15,7.47260856628418,7.475910454257223,7.370239618011878,7.378344835126576,376784800
2010-04-16,7.426977634429932,7.539253046633068,7.341420339381804,7.462100775838474,750545600
2010-04-19,7.4170684814453125,7.441684732399451,7.257961470059733,7.415867649612262,566924400
2010-04-20,7.342620849609375,7.4825145962212,7.293688139262988,7.461200225207798,738326400
2010-04-21,7.781815052032471,7.8127360801337495,7.6770444474442625,7.769206314029074,982391200
2010-04-22,7.999459266662598,8.007865090517202,7.69115246979517,7.752394099112364,793424800
2010-04-23,8.13034725189209,8.170874131278008,8.01537038840759,8.045089779307851,796955600
2010-04-26,8.090418815612793,8.179277961066294,8.0510919762475,8.161866702153267,479068800
2010-04-27,7.866472244262695,8.040588924343142,7.820842218878661,8.0234774644182,709343600
2010-04-28,7.8532609939575195,7.925308502459766,7.697456663594856,7.90279410696599,758402400
2010-04-29,8.064600944519043,8.105427617152145,7.865567508533816,7.895887305097763,558840800
2010-04-30,7.83795166015625,8.122541635027753,7.835250188915952,8.084716227922497,542463600
2010-05-03,7.9958600997924805,8.041791541309752,7.891689886281922,7.920509865782584,454342000
2010-05-04,7.765604019165039,7.903997127066717,7.707665868513098,7.891989606470455,723819600
2010-05-05,7.684850692749023,7.749394227591009,7.46690443614942,7.59599150583339,883103200
2010-05-06,7.392452716827393,7.752693472584734,5.981506884293817,7.620004752796902,1285860800
2010-05-07,7.080544471740723,7.402060485576299,6.760830507862892,7.316203386521879,1676018400
2010-05-10,7.624809265136719,7.644622996847167,7.460899674559441,7.512534658605443,984306400
2010-05-11,7.700758934020996,7.8019262095404525,7.5200377525735815,7.560264015442465,848906800
2010-05-12,7.867974758148193,7.899195601423466,7.766207009785482,7.782416645235435,654379600
2010-05-13,7.755998134613037,7.955331472991745,7.697158157574585,7.901895240932465,599712400
2010-05-14,7.619706153869629,7.699559893837266,7.490019479654255,7.659933231910646,759362800
2010-05-17,7.631712913513184,7.690552879052663,7.436281917222509,7.646122897308196,762834800
2010-05-18,7.575872898101807,7.761697166625208,7.512830045016286,7.714565731968232,782678400
2010-05-19,7.455193519592285,7.592685554845584,7.350423750231228,7.490016840332728,1025726800
2010-05-20,7.137583255767822,7.320405533626535,7.091051412815749,7.261264953654578,1282915200
2010-05-21,7.274475574493408,7.339919326532854,6.945154155498304,6.989283536673619,1223891200
2010-05-24,7.407763957977295,7.532047686819546,7.392754356978569,7.423374776704552,754238800
2010-05-25,7.361532688140869,7.4077631197391876,7.119570636613475,7.185314188601005,1048006400
2010-05-26,7.328207969665527,7.568969924073756,7.31740048399304,7.507428499762638,850654000
2010-05-27,7.605597019195557,7.621808254802687,7.478312005367612,7.523041804885104,666282400
2010-05-28,7.711565971374512,7.787216776520259,7.605594562089479,7.786916969362156,815614800
2010-06-01,7.830144882202148,7.98354753901568,7.774007197376545,7.795921977153246,876472800
2010-06-02,7.923810005187988,7.949326484721225,7.815136304051291,7.941521076119072,688548000
2010-06-03,7.8988938331604,7.971842385130132,7.817538654181004,7.96073428648677,650106800
2010-06-04,7.683945178985596,7.8622638462066226,7.644018734222224,7.751489946503448,758304400
2010-06-07,7.533249855041504,7.779714697633641,7.521541338107752,7.753897602168186,886942000
2010-06-08,7.484915256500244,7.619105432897721,7.374441112365516,7.602293784136039,1000770400
2010-06-09,7.300893783569336,7.56207003266539,7.279580209938878,7.54916068296835,854630000
2010-06-10,7.52033805847168,7.534446630908383,7.2708704409705796,7.350123743386892,776356000
